startup_name,founded_year,country,industry,funding_stage,total_funding_millions,number_employees,annual_revenue_millions,valuation_billions,success_score,acquired,ipo,customers_millions,tech_stack,social_media_followers,cluster,revenue_per_employee,funding_per_employee,valuation_per_employee,revenue_per_customer,funding_per_customer,valuation_per_customer,funding_to_revenue,valuation_to_revenue,revenue_to_funding,followers_per_customer
Startup_2928,2010-01-01,France,EdTech,Series A,109.0,2325.0,188.0,2.66,5.0,No,No,83.0,"Python, AI",591837.0,2,0.08082545141874463,0.0468615649183147,1.1435941530524505,2.238095238095238,1.2976190476190477,31.666666666666668,0.5767195767195767,14.074074074074074,1.709090909090909,7045.678571428572
Startup_2929,2005-01-01,UK,FoodTech,IPO,322.0,4493.0,888.0,31.97,1.0,No,No,24.0,"PHP, Laravel",1015656.0,1,0.19759679572763686,0.07165109034267912,7.113929684023142,35.52,12.88,1278.8,0.36220472440944884,35.96175478065242,2.7492260061919507,40626.24
Startup_2930,2004-01-01,India,Tech,IPO,259.0,1375.0,652.0,23.3,2.0,Yes,No,86.0,"Java, Spring",3547614.0,0,0.4738372093023256,0.1882267441860465,16.933139534883722,7.494252873563219,2.9770114942528734,267.81609195402297,0.39663093415007655,35.68147013782542,2.5076923076923077,40777.1724137931
Startup_2931,2004-01-01,India,Logistics,IPO,12.0,1964.0,99.0,26.2,6.0,Yes,No,80.0,"Node.js, React",2022514.0,3,0.050381679389312976,0.0061068702290076335,13.333333333333334,1.2222222222222223,0.14814814814814814,323.4567901234568,0.12,262.0,7.615384615384615,24969.30864197531
Startup_2932,2001-01-01,USA,E-commerce,IPO,230.0,35.0,680.0,1.02,5.0,Yes,Yes,73.0,"PHP, Laravel",4109664.0,0,18.88888888888889,6.388888888888889,28.333333333333332,9.18918918918919,3.108108108108108,13.783783783783784,0.3377386196769457,1.497797356828194,2.9437229437229435,55536.0
Startup_2933,2014-01-01,USA,AI,Seed,490.0,4218.0,28.0,28.07,7.0,Yes,Yes,69.0,"Java, Spring",2216902.0,2,0.006636643754444181,0.11614126570277317,6.653235363830292,0.4,7.0,401.0,16.896551724137932,967.9310344827586,0.05702647657841141,31670.02857142857
Startup_2934,2007-01-01,Brazil,Energy,Series B,70.0,1655.0,289.0,31.84,3.0,Yes,Yes,22.0,"C++, ML",4965330.0,2,0.17451690821256038,0.042270531400966184,19.22705314009662,12.565217391304348,3.0434782608695654,1384.3478260869565,0.2413793103448276,109.79310344827586,4.070422535211268,215883.91304347827
Startup_2935,2021-01-01,Germany,Tech,Seed,334.0,508.0,534.0,43.37,2.0,No,Yes,81.0,"Python, AI",1416920.0,0,1.0491159135559922,0.656188605108055,85.20628683693516,6.512195121951219,4.073170731707317,528.9024390243902,0.6242990654205608,81.06542056074767,1.5940298507462687,17279.51219512195
Startup_2936,2003-01-01,India,Energy,IPO,133.0,4679.0,327.0,26.44,1.0,Yes,Yes,87.0,"Python, AI",1312447.0,2,0.06987179487179487,0.02841880341880342,5.64957264957265,3.715909090909091,1.5113636363636365,300.45454545454544,0.4054878048780488,80.60975609756098,2.4402985074626864,14914.170454545454
Startup_2937,2003-01-01,UK,Logistics,IPO,294.0,2646.0,575.0,48.19,5.0,No,No,59.0,"C++, ML",1308262.0,1,0.21722704948998867,0.11106913486966377,18.20551567812618,9.583333333333334,4.9,803.1666666666666,0.5104166666666666,83.66319444444444,1.9491525423728813,21804.366666666665
Startup_2938,2017-01-01,UK,AI,Seed,117.0,1150.0,501.0,44.02,2.0,Yes,No,93.0,"C++, ML",4324747.0,0,0.43527367506516074,0.10165073848827107,38.24500434404865,5.329787234042553,1.2446808510638299,468.29787234042556,0.23306772908366533,87.68924302788845,4.245762711864407,46007.94680851064
Startup_2939,2008-01-01,France,Logistics,Series C,406.0,1441.0,892.0,44.69,3.0,No,No,23.0,"Node.js, React",1030018.0,0,0.6185852981969486,0.2815533980582524,30.991678224687934,37.166666666666664,16.916666666666668,1862.0833333333333,0.45464725643896975,50.044792833146694,2.191646191646192,42917.416666666664
Startup_2940,2020-01-01,Germany,Tech,Series A,408.0,522.0,408.0,12.1,5.0,Yes,No,53.0,"Java, Spring",4305186.0,3,0.780114722753346,0.780114722753346,23.135755258126196,7.555555555555555,7.555555555555555,224.07407407407408,0.9975550122249389,29.584352078239608,0.9975550122249389,79725.66666666667
Startup_2941,2018-01-01,Brazil,Gaming,Series C,58.0,912.0,989.0,15.55,7.0,No,Yes,41.0,"C++, ML",588080.0,0,1.0832420591456735,0.06352683461117196,17.031763417305587,23.547619047619047,1.380952380952381,370.23809523809524,0.05858585858585859,15.707070707070708,16.76271186440678,14001.904761904761
Startup_2942,2019-01-01,Brazil,FinTech,Series B,39.0,1063.0,47.0,34.63,1.0,Yes,No,25.0,"PHP, Laravel",1027444.0,2,0.044172932330827065,0.03665413533834586,32.546992481203006,1.8076923076923077,1.5,1331.923076923077,0.8125,721.4583333333334,1.175,39517.07692307692
Startup_2943,2020-01-01,Brazil,Gaming,Seed,499.0,1521.0,531.0,39.81,4.0,Yes,Yes,60.0,"Java, Spring",1074955.0,0,0.34888304862023656,0.3278580814717477,26.156373193166885,8.704918032786885,8.180327868852459,652.6229508196722,0.9379699248120301,74.83082706766918,1.062,17622.213114754097
Startup_2944,2010-01-01,Brazil,E-commerce,Series B,369.0,2555.0,7.0,1.08,7.0,No,Yes,90.0,"Java, Spring",1865802.0,3,0.0027386541471048514,0.1443661971830986,0.4225352112676056,0.07692307692307693,4.054945054945055,11.868131868131869,46.125,135.0,0.01891891891891892,20503.31868131868
Startup_2945,2005-01-01,China,Gaming,Seed,100.0,258.0,431.0,29.47,9.0,Yes,No,6.0,"C++, ML",2871421.0,3,1.664092664092664,0.3861003861003861,113.78378378378379,61.57142857142857,14.285714285714286,4210.0,0.23148148148148148,68.2175925925926,4.267326732673268,410203.0
Startup_2946,2002-01-01,Japan,Logistics,Seed,86.0,2913.0,82.0,25.67,4.0,No,No,28.0,"Node.js, React",2672222.0,2,0.028140013726835965,0.029512697323266987,8.809196980096088,2.8275862068965516,2.9655172413793105,885.1724137931035,1.036144578313253,309.27710843373495,0.9425287356321839,92145.58620689655
Startup_2947,2009-01-01,USA,AI,Series B,271.0,144.0,205.0,31.77,1.0,No,No,15.0,"Python, AI",3067091.0,0,1.4137931034482758,1.8689655172413793,219.10344827586206,12.8125,16.9375,1985.625,1.3155339805825244,154.2233009708738,0.7536764705882353,191693.1875
Startup_2948,2011-01-01,China,Gaming,Seed,353.0,1697.0,113.0,0.22,5.0,No,No,20.0,"Node.js, React",1267907.0,3,0.06654888103651355,0.20789163722025913,0.12956419316843346,5.380952380952381,16.80952380952381,10.476190476190476,3.0964912280701755,1.9298245614035088,0.3192090395480226,60376.52380952381
Startup_2949,2012-01-01,France,AI,Series B,464.0,12.0,375.0,3.54,1.0,Yes,No,96.0,"Python, AI",750217.0,0,28.846153846153847,35.69230769230769,272.3076923076923,3.865979381443299,4.783505154639175,36.49484536082474,1.2340425531914894,9.414893617021276,0.8064516129032258,7734.19587628866
Startup_2950,2008-01-01,USA,Healthcare,Series C,305.0,4183.0,417.0,47.64,8.0,No,No,88.0,"Java, Spring",672485.0,1,0.09966539196940727,0.07289674952198853,11.38623326959847,4.685393258426966,3.4269662921348316,535.2808988764045,0.7296650717703349,113.97129186602871,1.3627450980392157,7556.011235955056
Startup_2951,2019-01-01,Canada,Gaming,Series C,353.0,1008.0,68.0,9.19,2.0,Yes,No,30.0,"Java, Spring",4198052.0,2,0.06739345887016848,0.34985133795837464,9.10802775024777,2.193548387096774,11.387096774193548,296.4516129032258,5.115942028985507,133.18840579710144,0.192090395480226,135421.03225806452
Startup_2952,2001-01-01,Japan,Energy,Series B,387.0,2798.0,20.0,16.21,4.0,Yes,Yes,95.0,"C++, ML",2715657.0,2,0.007145409074669525,0.1382636655948553,5.79135405501965,0.20833333333333334,4.03125,168.85416666666666,18.428571428571427,771.9047619047619,0.05154639175257732,28288.09375
Startup_2953,2013-01-01,Germany,FoodTech,Seed,273.0,2282.0,151.0,8.29,1.0,Yes,No,21.0,"PHP, Laravel",4638893.0,2,0.06614104248795445,0.11957950065703023,3.6311870346035917,6.863636363636363,12.409090909090908,376.8181818181818,1.7960526315789473,54.53947368421053,0.551094890510949,210858.77272727274
Startup_2954,2004-01-01,India,FoodTech,Series A,489.0,1115.0,449.0,30.45,3.0,Yes,No,92.0,"C++, ML",4770248.0,0,0.40232974910394265,0.4381720430107527,27.28494623655914,4.827956989247312,5.258064516129032,327.4193548387097,1.0866666666666667,67.66666666666667,0.9163265306122449,51292.98924731183
Startup_2955,2019-01-01,Australia,Logistics,Seed,153.0,4036.0,63.0,41.1,5.0,No,Yes,6.0,"Node.js, React",3814026.0,2,0.015605647758236314,0.03789943027000248,10.18082734703988,9.0,21.857142857142858,5871.428571428572,2.390625,642.1875,0.4090909090909091,544860.8571428572
Startup_2956,2008-01-01,UK,Tech,Series A,193.0,2809.0,212.0,28.48,4.0,Yes,No,85.0,"Node.js, React",136938.0,2,0.07544483985765124,0.06868327402135231,10.135231316725978,2.4651162790697674,2.244186046511628,331.16279069767444,0.9061032863849765,133.70892018779344,1.092783505154639,1592.3023255813953
Startup_2957,2014-01-01,Germany,Healthcare,Seed,381.0,3292.0,692.0,40.29,2.0,Yes,Yes,89.0,"Node.js, React",4538659.0,2,0.2101427269966596,0.1156999696325539,12.235044032796841,7.688888888888889,4.233333333333333,447.6666666666667,0.5497835497835498,58.13852813852814,1.8115183246073299,50429.544444444444
Startup_2958,2002-01-01,Canada,FoodTech,Series A,261.0,2976.0,590.0,25.93,6.0,Yes,No,1.0,"PHP, Laravel",1731149.0,1,0.19818609338259993,0.08767215317433658,8.71011084984884,295.0,130.5,12965.0,0.4416243654822335,43.87478849407783,2.2519083969465647,865574.5
Startup_2959,2012-01-01,Germany,Energy,Seed,198.0,3910.0,215.0,36.69,1.0,No,No,36.0,"Node.js, React",3895433.0,2,0.054973152646382,0.05062643825108668,9.381232421375607,5.8108108108108105,5.351351351351352,991.6216216216217,0.9166666666666666,169.86111111111111,1.0804020100502512,105281.97297297297
Startup_2960,2015-01-01,UK,FoodTech,Series A,388.0,4434.0,432.0,1.62,1.0,Yes,Yes,24.0,"C++, ML",2287987.0,2,0.09740698985343856,0.08748590755355129,0.3652762119503946,17.28,15.52,64.8,0.8960739030023095,3.741339491916859,1.1105398457583548,91519.48
Startup_2961,2003-01-01,Canada,Tech,IPO,392.0,4644.0,773.0,26.29,7.0,Yes,No,61.0,"PHP, Laravel",3230448.0,1,0.16641550053821313,0.08439181916038752,5.659849300322928,12.46774193548387,6.32258064516129,424.03225806451616,0.5064599483204134,33.96640826873385,1.9669211195928753,52104.0
Startup_2962,2012-01-01,France,FoodTech,Seed,249.0,4965.0,632.0,26.3,6.0,No,No,41.0,"Node.js, React",2215659.0,1,0.12726540475231574,0.05014095851792187,5.296012887635924,15.047619047619047,5.928571428571429,626.1904761904761,0.3933649289099526,41.548183254344394,2.528,52753.78571428572
Startup_2963,2004-01-01,Canada,Gaming,Series A,494.0,237.0,60.0,41.43,9.0,No,No,30.0,"C++, ML",4308292.0,3,0.25210084033613445,2.0756302521008405,174.07563025210084,1.935483870967742,15.935483870967742,1336.4516129032259,8.098360655737705,679.1803278688525,0.12121212121212122,138977.16129032258
Startup_2964,2016-01-01,France,AI,Series A,169.0,1369.0,223.0,32.45,7.0,No,No,23.0,"Java, Spring",3802043.0,3,0.16277372262773723,0.12335766423357664,23.686131386861316,9.291666666666666,7.041666666666667,1352.0833333333335,0.7544642857142857,144.86607142857144,1.311764705882353,158418.45833333334
Startup_2965,2011-01-01,Brazil,Logistics,IPO,159.0,3079.0,203.0,3.43,2.0,Yes,No,85.0,"Node.js, React",3023037.0,2,0.0659090909090909,0.05162337662337663,1.1136363636363635,2.36046511627907,1.8488372093023255,39.883720930232556,0.7794117647058824,16.813725490196077,1.26875,35151.59302325582
Startup_2966,2002-01-01,Germany,Tech,IPO,411.0,2851.0,312.0,44.42,4.0,Yes,Yes,40.0,"Node.js, React",2403976.0,2,0.1093969144460028,0.144109396914446,15.575035063113605,7.609756097560975,10.024390243902438,1083.4146341463415,1.3130990415335464,141.91693290734824,0.7572815533980582,58633.560975609755
Startup_2967,2004-01-01,UK,EdTech,Series A,151.0,2576.0,601.0,32.66,4.0,Yes,No,2.0,"PHP, Laravel",4254941.0,2,0.23321691889794335,0.05859526581296081,12.673651532790064,200.33333333333334,50.333333333333336,10886.666666666666,0.25083056478405313,54.25249169435215,3.9539473684210527,1418313.6666666667
Startup_2968,2020-01-01,China,Healthcare,Series C,387.0,624.0,761.0,29.16,9.0,Yes,No,20.0,"C++, ML",1475330.0,3,1.2176,0.6192,46.656,36.23809523809524,18.428571428571427,1388.5714285714287,0.5078740157480315,38.267716535433074,1.961340206185567,70253.80952380953
Startup_2969,2010-01-01,France,FinTech,Series A,424.0,1927.0,186.0,11.63,4.0,Yes,Yes,6.0,"PHP, Laravel",401453.0,2,0.09647302904564316,0.21991701244813278,6.032157676348548,26.571428571428573,60.57142857142857,1661.4285714285713,2.267379679144385,62.19251336898396,0.4376470588235294,57350.42857142857
Startup_2970,2000-01-01,Canada,AI,IPO,334.0,2029.0,632.0,36.14,4.0,Yes,Yes,22.0,"Python, AI",4392645.0,0,0.31133004926108376,0.16453201970443349,17.80295566502463,27.47826086956522,14.521739130434783,1571.304347826087,0.5276461295418642,57.09320695102686,1.8865671641791044,190984.5652173913
Startup_2971,2022-01-01,Australia,EdTech,Series A,156.0,486.0,354.0,17.45,4.0,Yes,Yes,60.0,"C++, ML",804176.0,0,0.7268993839835729,0.3203285420944558,35.831622176591374,5.80327868852459,2.557377049180328,286.0655737704918,0.4394366197183099,49.15492957746479,2.254777070063694,13183.213114754099
Startup_2972,2003-01-01,India,FoodTech,IPO,355.0,1160.0,355.0,17.5,8.0,Yes,No,85.0,"Java, Spring",3646701.0,3,0.305770887166236,0.305770887166236,15.073212747631352,4.127906976744186,4.127906976744186,203.48837209302326,0.9971910112359551,49.157303370786515,0.9971910112359551,42403.5
Startup_2973,2011-01-01,China,Healthcare,IPO,354.0,3604.0,690.0,3.94,2.0,Yes,Yes,50.0,"Python, AI",1045564.0,0,0.1914008321775312,0.09819694868238557,1.0929264909847434,13.529411764705882,6.9411764705882355,77.25490196078431,0.5123010130246021,5.701881331403762,1.943661971830986,20501.254901960783
Startup_2974,2021-01-01,China,Tech,Series A,448.0,2598.0,220.0,21.07,6.0,Yes,No,97.0,"PHP, Laravel",4008642.0,3,0.08464794151596768,0.17237398999615236,8.10696421700654,2.2448979591836733,4.571428571428571,215.0,2.0271493212669682,95.3393665158371,0.48997772828507796,40904.510204081635
Startup_2975,2019-01-01,China,EdTech,IPO,79.0,4161.0,732.0,40.79,5.0,No,Yes,13.0,"PHP, Laravel",4250350.0,1,0.1758769822200865,0.018981259010091303,9.800576645843345,52.285714285714285,5.642857142857143,2913.5714285714284,0.1077762619372442,55.64802182810369,9.15,303596.4285714286
Startup_2976,2005-01-01,Australia,E-commerce,Series C,157.0,2266.0,654.0,42.77,9.0,Yes,No,26.0,"Java, Spring",4458114.0,3,0.28848698720776356,0.06925452139391267,18.866343184825762,24.22222222222222,5.814814814814815,1584.0740740740741,0.23969465648854962,65.29770992366412,4.139240506329114,165115.33333333334
Startup_2977,2018-01-01,Brazil,FinTech,IPO,242.0,2453.0,278.0,17.11,9.0,Yes,Yes,34.0,"Java, Spring",3119101.0,3,0.1132844335778321,0.09861450692746536,6.972290138549307,7.942857142857143,6.914285714285715,488.85714285714283,0.8673835125448028,61.32616487455197,1.1440329218106995,89117.17142857143
Startup_2978,2000-01-01,USA,Logistics,Series B,261.0,2423.0,619.0,11.41,6.0,Yes,Yes,30.0,"Node.js, React",3672492.0,1,0.2553630363036304,0.10767326732673267,4.707095709570957,19.967741935483872,8.419354838709678,368.06451612903226,0.42096774193548386,18.403225806451612,2.3625954198473282,118467.48387096774
Startup_2979,2022-01-01,Canada,Tech,Series B,318.0,4461.0,608.0,8.28,4.0,No,No,2.0,"PHP, Laravel",934134.0,1,0.1362617660242044,0.0712684894666069,1.8556701030927836,202.66666666666666,106.0,2760.0,0.5221674876847291,13.596059113300493,1.9059561128526645,311378.0
Startup_2980,2014-01-01,Germany,E-commerce,Seed,130.0,1529.0,955.0,28.85,6.0,No,No,9.0,"Node.js, React",1859514.0,0,0.6241830065359477,0.08496732026143791,18.856209150326798,95.5,13.0,2885.0,0.13598326359832635,30.177824267782427,7.290076335877862,185951.4
Startup_2981,2008-01-01,Australia,EdTech,Series B,391.0,4653.0,602.0,9.72,9.0,Yes,No,13.0,"Node.js, React",664631.0,1,0.12935109583154275,0.08401375161151697,2.0885259991405243,43.0,27.928571428571427,694.2857142857143,0.648424543946932,16.119402985074625,1.5357142857142858,47473.642857142855
Startup_2982,2005-01-01,Australia,EdTech,Series C,184.0,1513.0,405.0,33.43,4.0,No,Yes,77.0,"PHP, Laravel",4730990.0,3,0.2675033025099075,0.1215323645970938,22.080581241743726,5.1923076923076925,2.358974358974359,428.5897435897436,0.45320197044334976,82.33990147783251,2.189189189189189,60653.717948717946
Startup_2983,2004-01-01,India,Healthcare,IPO,270.0,561.0,496.0,21.58,3.0,Yes,No,6.0,"C++, ML",2676034.0,0,0.8825622775800712,0.4804270462633452,38.39857651245551,70.85714285714286,38.57142857142857,3082.8571428571427,0.5432595573440644,43.420523138833,1.830258302583026,382290.5714285714
Startup_2984,2010-01-01,Brazil,Logistics,Series C,147.0,1701.0,961.0,37.81,8.0,No,No,77.0,"Python, AI",2179545.0,1,0.5646298472385429,0.0863689776733255,22.215041128084607,12.320512820512821,1.8846153846153846,484.7435897435897,0.15280665280665282,39.303534303534306,6.493243243243243,27942.884615384617
Startup_2985,2002-01-01,France,Logistics,Series A,133.0,984.0,143.0,38.5,4.0,No,No,60.0,"Java, Spring",3066359.0,3,0.14517766497461929,0.1350253807106599,39.08629441624365,2.3442622950819674,2.180327868852459,631.1475409836065,0.9236111111111112,267.3611111111111,1.0671641791044777,50268.18032786885
Startup_2986,2006-01-01,France,Energy,IPO,375.0,728.0,528.0,3.64,3.0,Yes,No,36.0,"Node.js, React",3343694.0,0,0.7242798353909465,0.51440329218107,4.9931412894375855,14.27027027027027,10.135135135135135,98.37837837837837,0.7088846880907372,6.880907372400756,1.4042553191489362,90370.1081081081
Startup_2987,2007-01-01,India,Tech,Series A,491.0,3712.0,847.0,36.65,2.0,No,No,92.0,"Node.js, React",2557630.0,0,0.2281174252625909,0.132238082413143,9.870724481551306,9.10752688172043,5.279569892473118,394.0860215053763,0.5790094339622641,43.219339622641506,1.7215447154471544,27501.397849462366
Startup_2988,2013-01-01,USA,Tech,Series A,56.0,4286.0,873.0,3.84,9.0,Yes,Yes,50.0,"Python, AI",4406647.0,1,0.20363890832750176,0.013062747842313973,0.8957312806158153,17.11764705882353,1.0980392156862746,75.29411764705883,0.06407322654462243,4.393592677345538,15.31578947368421,86404.8431372549
Startup_2989,2016-01-01,USA,FoodTech,Series B,303.0,2532.0,657.0,23.82,3.0,Yes,No,18.0,"Python, AI",3669552.0,0,0.2593762337149625,0.11962100276352151,9.403868930122384,34.578947368421055,15.947368421052632,1253.6842105263158,0.46048632218844987,36.20060790273556,2.161184210526316,193134.31578947368
Startup_2990,2013-01-01,UK,Logistics,IPO,401.0,383.0,916.0,28.63,7.0,Yes,Yes,81.0,"C++, ML",4480500.0,0,2.3854166666666665,1.0442708333333333,74.55729166666667,11.170731707317072,4.890243902439025,349.1463414634146,0.4372955288985823,31.221374045801525,2.2786069651741294,54640.243902439026
Startup_2991,2012-01-01,Japan,Gaming,Seed,241.0,1907.0,310.0,1.86,1.0,Yes,No,74.0,"PHP, Laravel",4187577.0,2,0.16247379454926625,0.12631027253668764,0.9748427672955975,4.133333333333334,3.2133333333333334,24.8,0.77491961414791,5.980707395498392,1.28099173553719,55834.36
Startup_2992,2010-01-01,Canada,EdTech,IPO,392.0,3175.0,156.0,3.71,4.0,No,No,99.0,"Python, AI",277989.0,2,0.0491183879093199,0.12342569269521411,1.1681360201511335,1.56,3.92,37.1,2.4968152866242037,23.630573248407643,0.3969465648854962,2779.89
Startup_2993,2002-01-01,UK,EdTech,Series B,13.0,230.0,680.0,34.22,3.0,Yes,No,65.0,"PHP, Laravel",4958640.0,0,2.9437229437229435,0.05627705627705628,148.13852813852813,10.303030303030303,0.19696969696969696,518.4848484848485,0.01908957415565345,50.2496328928047,48.57142857142857,75130.90909090909
Startup_2994,2003-01-01,UK,Gaming,IPO,309.0,1571.0,498.0,38.12,4.0,Yes,Yes,62.0,"Java, Spring",824400.0,0,0.31679389312977096,0.1965648854961832,24.24936386768448,7.904761904761905,4.904761904761905,605.0793650793651,0.6192384769539078,76.39278557114228,1.6064516129032258,13085.714285714286
Startup_2995,2010-01-01,Canada,Logistics,Seed,167.0,3540.0,139.0,44.2,9.0,Yes,Yes,14.0,"Java, Spring",917694.0,3,0.03925444789607455,0.04716181869528382,12.482349618751766,9.266666666666667,11.133333333333333,2946.6666666666665,1.1928571428571428,315.7142857142857,0.8273809523809523,61179.6
Startup_2996,2001-01-01,India,Energy,Seed,21.0,2729.0,254.0,27.12,3.0,Yes,Yes,51.0,"Node.js, React",2782047.0,2,0.09304029304029304,0.007692307692307693,9.934065934065934,4.884615384615385,0.40384615384615385,521.5384615384615,0.08235294117647059,106.3529411764706,11.545454545454545,53500.903846153844
Startup_2997,2020-01-01,China,Energy,Series C,145.0,3101.0,707.0,17.91,8.0,Yes,No,88.0,"Java, Spring",4860201.0,1,0.22791747259832365,0.04674403610573823,5.773694390715668,7.943820224719101,1.6292134831460674,201.23595505617976,0.20480225988700565,25.296610169491526,4.842465753424658,54609.0
Startup_2998,2014-01-01,China,Gaming,Series C,36.0,3253.0,181.0,3.05,7.0,Yes,Yes,93.0,"PHP, Laravel",2698650.0,3,0.055623847572218804,0.011063306699446834,0.9373079287031346,1.925531914893617,0.3829787234042553,32.4468085106383,0.1978021978021978,16.75824175824176,4.891891891891892,28709.042553191488
Startup_2999,2020-01-01,Japan,FinTech,IPO,435.0,1975.0,522.0,48.81,5.0,Yes,No,60.0,"PHP, Laravel",2311865.0,3,0.26417004048583,0.2201417004048583,24.701417004048583,8.557377049180328,7.131147540983607,800.1639344262295,0.8317399617590823,93.32695984703633,1.1972477064220184,37899.42622950819
Startup_3000,2018-01-01,Australia,AI,Series A,467.0,3450.0,710.0,30.05,1.0,No,No,11.0,"Node.js, React",4254548.0,2,0.2057374674007534,0.13532309475514342,8.707620979426252,59.166666666666664,38.916666666666664,2504.1666666666665,0.6568213783403657,42.264416315049225,1.517094017094017,354545.6666666667
Startup_3001,2019-01-01,USA,EdTech,Series C,441.0,239.0,363.0,30.88,3.0,No,No,5.0,"Java, Spring",1328537.0,0,1.5125,1.8375,128.66666666666666,60.5,73.5,5146.666666666667,1.2115384615384615,84.83516483516483,0.8212669683257918,221422.83333333334
Startup_3002,2007-01-01,Australia,E-commerce,Series B,448.0,4379.0,43.0,17.42,1.0,No,Yes,78.0,"Node.js, React",3253062.0,2,0.009817351598173516,0.10228310502283106,3.9771689497716896,0.5443037974683544,5.670886075949367,220.50632911392404,10.181818181818182,395.90909090909093,0.0957683741648107,41178.0
Startup_3003,2003-01-01,Japan,Tech,Series A,369.0,4636.0,749.0,24.19,6.0,No,No,79.0,"Node.js, React",4258625.0,1,0.16152684925598448,0.0795773129178348,5.216734957946948,9.3625,4.6125,302.375,0.492,32.25333333333333,2.0243243243243243,53232.8125
Startup_3004,2007-01-01,China,FinTech,Series C,57.0,2210.0,206.0,25.85,5.0,Yes,No,14.0,"Java, Spring",1055743.0,2,0.09317051108095885,0.025780189959294438,11.691542288557214,13.733333333333333,3.8,1723.3333333333333,0.2753623188405797,124.8792270531401,3.5517241379310347,70382.86666666667
Startup_3005,2020-01-01,Brazil,AI,Seed,141.0,3419.0,286.0,37.21,4.0,Yes,No,3.0,"Java, Spring",2055969.0,2,0.08362573099415205,0.0412280701754386,10.880116959064328,71.5,35.25,9302.5,0.4912891986062718,129.65156794425087,2.0140845070422535,513992.25
Startup_3006,2000-01-01,UK,EdTech,IPO,479.0,3050.0,923.0,40.92,5.0,No,Yes,76.0,"Java, Spring",4083886.0,1,0.3025237627007539,0.15699770567027205,13.411996066863324,11.987012987012987,6.220779220779221,531.4285714285714,0.5183982683982684,44.285714285714285,1.9229166666666666,53037.48051948052
Startup_3007,2019-01-01,France,Gaming,Series B,181.0,4079.0,145.0,12.53,4.0,No,Yes,19.0,"Node.js, React",2169863.0,2,0.03553921568627451,0.04436274509803922,3.071078431372549,7.25,9.05,626.5,1.2397260273972603,85.82191780821918,0.7967032967032966,108493.15
Startup_3008,2000-01-01,Germany,Energy,IPO,349.0,2128.0,293.0,8.75,8.0,Yes,Yes,5.0,"PHP, Laravel",2032753.0,3,0.13762329732268672,0.1639267261625176,4.109910756223579,48.833333333333336,58.166666666666664,1458.3333333333333,1.1870748299319729,29.761904761904763,0.8371428571428572,338792.1666666667
Startup_3009,2006-01-01,Germany,Tech,IPO,478.0,4719.0,719.0,23.03,3.0,Yes,Yes,78.0,"Python, AI",2174138.0,1,0.15233050847457627,0.10127118644067797,4.879237288135593,9.10126582278481,6.050632911392405,291.5189873417722,0.6638888888888889,31.98611111111111,1.501043841336117,27520.73417721519
Startup_3010,2008-01-01,France,E-commerce,Series B,130.0,755.0,111.0,24.67,3.0,Yes,No,28.0,"Python, AI",4480138.0,3,0.14682539682539683,0.17195767195767195,32.63227513227513,3.8275862068965516,4.482758620689655,850.6896551724138,1.1607142857142858,220.26785714285714,0.8473282442748091,154487.5172413793
Startup_3011,2004-01-01,Canada,E-commerce,Series A,372.0,4203.0,855.0,24.8,7.0,Yes,No,47.0,"Node.js, React",4451368.0,1,0.2033777354900095,0.08848715509039011,5.899143672692674,17.8125,7.75,516.6666666666666,0.43457943925233644,28.97196261682243,2.292225201072386,92736.83333333333
Startup_3012,2009-01-01,India,E-commerce,Seed,175.0,3839.0,954.0,2.8,5.0,No,Yes,18.0,"C++, ML",660870.0,1,0.2484375,0.045572916666666664,0.7291666666666666,50.21052631578947,9.210526315789474,147.3684210526316,0.18324607329842932,2.931937172774869,5.420454545454546,34782.63157894737
Startup_3013,2016-01-01,Brazil,AI,IPO,151.0,2135.0,85.0,30.56,9.0,No,No,21.0,"Java, Spring",3466127.0,3,0.039794007490636704,0.07069288389513109,14.307116104868914,3.8636363636363638,6.863636363636363,1389.090909090909,1.755813953488372,355.3488372093023,0.5592105263157895,157551.22727272726
Startup_3014,2001-01-01,UK,E-commerce,Series C,231.0,74.0,20.0,35.43,5.0,Yes,No,80.0,"Python, AI",3804434.0,3,0.26666666666666666,3.08,472.4,0.24691358024691357,2.8518518518518516,437.4074074074074,11.0,1687.142857142857,0.08620689655172414,46968.32098765432
Startup_3015,2016-01-01,India,FinTech,IPO,375.0,849.0,592.0,47.6,9.0,No,Yes,67.0,"C++, ML",2018443.0,3,0.6964705882352941,0.4411764705882353,56.0,8.705882352941176,5.514705882352941,700.0,0.6323777403035413,80.26981450252951,1.574468085106383,29682.985294117647
Startup_3016,2017-01-01,Brazil,Tech,IPO,464.0,4217.0,972.0,34.09,9.0,Yes,No,48.0,"C++, ML",2933587.0,1,0.23044096728307253,0.11000474158368895,8.082029397818872,19.836734693877553,9.46938775510204,695.7142857142857,0.47687564234326824,35.03597122302158,2.0903225806451613,59869.12244897959
Startup_3017,2017-01-01,France,Energy,Series C,131.0,877.0,184.0,35.02,9.0,No,Yes,8.0,"Python, AI",293801.0,3,0.20956719817767655,0.1492027334851936,39.88610478359909,20.444444444444443,14.555555555555555,3891.1111111111113,0.7081081081081081,189.2972972972973,1.393939393939394,32644.555555555555
